# Frequency (Hz),Max
1.000000000000000000e+00	4.418502135680217602e-02
5.860000000000000320e+00	3.965584918703955047e-02
1.072000000000000064e+01	3.860497469304562113e-02
1.558000000000000185e+01	3.591703957842746348e-02
2.044000000000000128e+01	3.126076209043019555e-02
2.530000000000000071e+01	3.637687049723110216e-02
3.016000000000000369e+01	2.911117093424740038e-02
3.502000000000000313e+01	3.333049335179194550e-02
3.988000000000000256e+01	3.276535050220479722e-02
4.474000000000000199e+01	3.511901708389184029e-02
4.960000000000000142e+01	4.172308520777996688e-02
5.446000000000000085e+01	3.678859581189987404e-02
5.932000000000000739e+01	4.234538384021997032e-02
6.418000000000000682e+01	4.162399815572274953e-02
6.904000000000000625e+01	3.397367972250346646e-02
7.390000000000000568e+01	4.046615280322207742e-02
7.876000000000000512e+01	4.619363122613545647e-02
8.362000000000000455e+01	3.571758479144162418e-02
8.848000000000000398e+01	3.298381436840541747e-02
9.334000000000000341e+01	3.546998576039447904e-02
9.820000000000000284e+01	3.759709669258850390e-02
1.030600000000000023e+02	3.712898393353629423e-02
1.079200000000000017e+02	4.231421124767869441e-02
1.127800000000000011e+02	3.590028006426469742e-02
1.176400000000000148e+02	3.181663631506650297e-02
1.225000000000000142e+02	3.117206459415849951e-02
1.273600000000000136e+02	3.009746455513470295e-02
1.322199999999999989e+02	4.022645607950720015e-02
1.370800000000000125e+02	4.186599704941659089e-02
1.419399999999999977e+02	3.700779878497566233e-02
1.468000000000000114e+02	3.330553532054303378e-02
1.516599999999999966e+02	3.757652918629385969e-02
1.565200000000000102e+02	3.083395124382862923e-02
1.613800000000000239e+02	3.584795080185478044e-02
1.662400000000000091e+02	3.353087261889631937e-02
1.711000000000000227e+02	3.758454479407485893e-02
1.759600000000000080e+02	3.428633205180536131e-02
1.808200000000000216e+02	3.323857769671294260e-02
1.856800000000000068e+02	3.572791408448969946e-02
1.905400000000000205e+02	3.613898495272933192e-02
1.954000000000000057e+02	3.394526534542615520e-02
2.002600000000000193e+02	3.034287403553953891e-02
2.051200000000000045e+02	3.564125316057103338e-02
2.099800000000000182e+02	4.659707332589735351e-02
2.148400000000000034e+02	3.511316327258889869e-02
2.197000000000000171e+02	3.756471845486935440e-02
2.245600000000000023e+02	3.255593523401804912e-02
2.294200000000000159e+02	3.388844449001075787e-02
2.342800000000000296e+02	3.309539104367003465e-02
2.391400000000000148e+02	3.350549464712929831e-02
2.440000000000000284e+02	3.464961148561719606e-02
2.488600000000000136e+02	3.612750824814615208e-02
2.537200000000000273e+02	3.714674814027169730e-02
