# Frequency (Hz),Max
1.000000000000000000e+00	2.820829566453997642e-02
5.860000000000000320e+00	2.337825458978948917e-02
1.072000000000000064e+01	2.611780454779937671e-02
1.558000000000000185e+01	3.503572455448577400e-02
2.044000000000000128e+01	2.414728464277375586e-02
2.530000000000000071e+01	2.521558856353078512e-02
3.016000000000000369e+01	2.565249157166132193e-02
3.502000000000000313e+01	2.750928273270272090e-02
3.988000000000000256e+01	2.542698555032149241e-02
4.474000000000000199e+01	3.267204805717643240e-02
4.960000000000000142e+01	2.720843598426554363e-02
5.446000000000000085e+01	2.769637050851895058e-02
5.932000000000000739e+01	2.591689849232500439e-02
6.418000000000000682e+01	2.386313757588847881e-02
6.904000000000000625e+01	2.687979031625586587e-02
7.390000000000000568e+01	2.769159909788211291e-02
7.876000000000000512e+01	2.646979161846623602e-02
8.362000000000000455e+01	2.641409203667052785e-02
8.848000000000000398e+01	2.409816940984782496e-02
9.334000000000000341e+01	2.425356724018302296e-02
9.820000000000000284e+01	2.675897327272279413e-02
1.030600000000000023e+02	2.341714358171008079e-02
1.079200000000000017e+02	2.523953354823247133e-02
1.127800000000000011e+02	2.277570098022992442e-02
1.176400000000000148e+02	2.649821924134612705e-02
1.225000000000000142e+02	2.607389902746040655e-02
1.273600000000000136e+02	2.391139250012355028e-02
1.322199999999999989e+02	2.791071736178135643e-02
1.370800000000000125e+02	3.149311542679224252e-02
1.419399999999999977e+02	2.863759567358322572e-02
1.468000000000000114e+02	2.910549515883968305e-02
1.516599999999999966e+02	2.699098557188860104e-02
1.565200000000000102e+02	2.382870100633639049e-02
1.613800000000000239e+02	2.589434372520028546e-02
1.662400000000000091e+02	2.578092777445744818e-02
1.711000000000000227e+02	2.776321536155632388e-02
1.759600000000000080e+02	2.267050098116938847e-02
1.808200000000000216e+02	2.452731655362968416e-02
1.856800000000000068e+02	2.301519450820208382e-02
1.905400000000000205e+02	2.719346989862212946e-02
1.954000000000000057e+02	2.390569146940306478e-02
2.002600000000000193e+02	2.520159173725390264e-02
2.051200000000000045e+02	2.510293601870516866e-02
2.099800000000000182e+02	2.306102487976807378e-02
2.148400000000000034e+02	3.155392469503877362e-02
2.197000000000000171e+02	2.595269656285325785e-02
2.245600000000000023e+02	2.704538031477428037e-02
2.294200000000000159e+02	2.666618508146065269e-02
2.342800000000000296e+02	3.191424012262958354e-02
2.391400000000000148e+02	2.727017860324736781e-02
2.440000000000000284e+02	3.285385553253194341e-02
2.488600000000000136e+02	2.568972376355739204e-02
2.537200000000000273e+02	2.438302366705242391e-02
2.585800000000000409e+02	2.758922281901373535e-02
2.634399999999999977e+02	2.891196165270990340e-02
2.683000000000000114e+02	2.815206165136778863e-02
2.731600000000000250e+02	2.589813153895797332e-02
