# Frequency (Hz),Max
1.000000000000000000e+00	2.600875162350757552e-02
5.860000000000000320e+00	1.906604792030367618e-02
1.072000000000000064e+01	1.888972733224121917e-02
1.558000000000000185e+01	1.884745705062442628e-02
2.044000000000000128e+01	1.882829716987254390e-02
2.530000000000000071e+01	1.881525010645268906e-02
3.016000000000000369e+01	1.880423276034329932e-02
3.502000000000000313e+01	1.879332554278095521e-02
3.988000000000000256e+01	1.878255040203954257e-02
4.474000000000000199e+01	1.877064013627858727e-02
4.960000000000000142e+01	1.875807233603071084e-02
5.446000000000000085e+01	1.874451004409549704e-02
5.932000000000000739e+01	1.872947016816254445e-02
6.418000000000000682e+01	1.876376072659653726e-02
6.904000000000000625e+01	1.878554574604143074e-02
7.390000000000000568e+01	1.867814178430194164e-02
7.876000000000000512e+01	1.865879296723716926e-02
8.362000000000000455e+01	1.885899621565206505e-02
8.848000000000000398e+01	1.925389943269332008e-02
9.334000000000000341e+01	1.954757290617574819e-02
9.820000000000000284e+01	1.973836697978961427e-02
1.030600000000000023e+02	1.982490209859516864e-02
1.079200000000000017e+02	1.980568536978299932e-02
1.127800000000000011e+02	1.971383492168878038e-02
1.176400000000000148e+02	1.975658459803150691e-02
1.225000000000000142e+02	1.948948449440707220e-02
1.273600000000000136e+02	1.888880056007594468e-02
1.322199999999999989e+02	1.836655775076303718e-02
1.370800000000000125e+02	1.888751097665847256e-02
1.419399999999999977e+02	2.002425944762961305e-02
1.468000000000000114e+02	2.074734286803245689e-02
1.516599999999999966e+02	2.125685121595360244e-02
1.565200000000000102e+02	2.170699596553658794e-02
1.613800000000000239e+02	2.197614457000711743e-02
1.662400000000000091e+02	2.205927415071869471e-02
1.711000000000000227e+02	2.249732426147384862e-02
1.759600000000000080e+02	2.296547487141839886e-02
1.808200000000000216e+02	2.342092020549695064e-02
1.856800000000000068e+02	2.386360636455566245e-02
1.905400000000000205e+02	2.429317322827910519e-02
1.954000000000000057e+02	2.470976292066658433e-02
2.002600000000000193e+02	2.511311480142866190e-02
2.051200000000000045e+02	2.550323160153432009e-02
2.099800000000000182e+02	2.587955368546462215e-02
2.148400000000000034e+02	2.624254117746787143e-02
2.197000000000000171e+02	2.659170887687880083e-02
2.245600000000000023e+02	2.692718125176224442e-02
2.294200000000000159e+02	2.724874738965835444e-02
2.342800000000000296e+02	2.755638033182833055e-02
